subject,list,item,input,output,study,recall,repeat,intrusion,first_input,list_length
63,2,8,9,5.0,True,True,0,False,9,25
63,2,9,10,,True,False,0,False,10,25
63,2,10,11,,True,False,0,False,11,25
63,2,11,12,,True,False,0,False,12,25
63,2,12,13,,True,False,0,False,13,25
63,2,13,14,,True,False,0,False,14,25
63,2,14,15,,True,False,0,False,15,25
63,2,15,16,,True,False,0,False,16,25
63,2,16,17,,True,False,0,False,17,25
63,2,17,18,,True,False,0,False,18,25
63,2,18,19,,True,False,0,False,19,25
63,2,19,20,,True,False,0,False,20,25
63,2,20,21,,True,False,0,False,21,25
63,2,21,22,,True,False,0,False,22,25
63,2,22,23,,True,False,0,False,23,25
63,2,23,24,,True,False,0,False,24,25
63,2,24,25,,True,False,0,False,25,25
63,3,0,1,13.0,True,True,0,False,1,25
63,3,1,2,,True,False,0,False,2,25
63,3,2,3,,True,False,0,False,3,25
63,3,3,4,12.0,True,True,0,False,4,25
63,3,4,5,10.0,True,True,0,False,5,25
63,3,5,6,,True,False,0,False,6,25
63,3,6,7,11.0,True,True,0,False,7,25
63,3,7,8,,True,False,0,False,8,25
63,3,8,9,,True,False,0,False,9,25
63,3,9,10,,True,False,0,False,10,25
63,3,10,11,7.0,True,True,0,False,11,25
63,3,11,12,8.0,True,True,0,False,12,25
63,3,12,13,,True,False,0,False,13,25
63,3,13,14,,True,False,0,False,14,25
63,3,14,15,,True,False,0,False,15,25
63,3,15,16,,True,False,0,False,16,25
63,3,16,17,,True,False,0,False,17,25
63,3,17,18,,True,False,0,False,18,25
63,3,18,19,1.0,True,True,0,False,19,25
63,3,19,20,2.0,True,True,0,False,20,25
63,3,20,21,5.0,True,True,0,False,21,25
63,3,21,22,4.0,True,True,0,False,22,25
63,3,22,23,9.0,True,True,0,False,23,25
63,3,23,24,3.0,True,True,0,False,24,25
63,3,24,25,6.0,True,True,0,False,25,25
63,4,0,1,1.0,True,True,0,False,1,25
63,4,1,2,,True,False,0,False,2,25
63,4,2,3,,True,False,0,False,3,25
63,4,3,4,,True,False,0,False,4,25
63,4,4,5,,True,False,0,False,5,25
63,4,5,6,,True,False,0,False,6,25
63,4,6,7,,True,False,0,False,7,25
63,4,7,8,7.0,True,True,0,False,8,25
63,4,8,9,6.0,True,True,0,False,9,25
63,4,9,10,,True,False,0,False,10,25
63,4,10,11,4.0,True,True,0,False,11,25
63,4,11,12,5.0,True,True,0,False,12,25
63,4,12,13,,True,False,0,False,13,25
63,4,13,14,3.0,True,True,0,False,14,25
63,4,14,15,2.0,True,True,0,False,15,25
63,4,15,16,,True,False,0,False,16,25
63,4,16,17,,True,False,0,False,17,25
63,4,17,18,,True,False,0,False,18,25
63,4,18,19,8.0,True,True,0,False,19,25
63,4,19,20,,True,False,0,False,20,25
63,4,20,21,,True,False,0,False,21,25
63,4,21,22,,True,False,0,False,22,25
63,4,22,23,,True,False,0,False,23,25
63,4,23,24,,True,False,0,False,24,25
63,4,24,25,,True,False,0,False,25,25
63,5,0,1,9.0,True,True,0,False,1,25
63,5,1,2,1.0,True,True,0,False,2,25
63,5,2,3,2.0,True,True,0,False,3,25
63,5,3,4,10.0,True,True,0,False,4,25
63,5,4,5,12.0,True,True,0,False,5,25
63,5,5,6,11.0,True,True,0,False,6,25
63,5,6,7,13.0,True,True,0,False,7,25
63,5,7,8,,True,False,0,False,8,25
63,5,8,9,,True,False,0,False,9,25
63,5,9,10,,True,False,0,False,10,25
63,5,10,11,,True,False,0,False,11,25
63,5,11,12,3.0,True,True,0,False,12,25
63,5,12,13,,True,False,0,False,13,25
63,5,13,14,,True,False,0,False,14,25
63,5,14,15,4.0,True,True,0,False,15,25
63,5,15,16,5.0,True,True,0,False,16,25
63,5,16,17,,True,False,0,False,17,25
63,5,17,18,,True,False,0,False,18,25
63,5,18,19,,True,False,0,False,19,25
63,5,19,20,6.0,True,True,0,False,20,25
63,5,20,21,7.0,True,True,0,False,21,25
63,5,21,22,,True,False,0,False,22,25
63,5,22,23,8.0,True,True,0,False,23,25
63,5,23,24,,True,False,0,False,24,25
63,5,24,25,,True,False,0,False,25,25
63,6,0,1,,True,False,0,False,1,25
63,6,1,2,1.0,True,True,0,False,2,25
63,6,2,3,,True,False,0,False,3,25
63,6,3,4,7.0,True,True,0,False,4,25
63,6,4,5,,True,False,0,False,5,25
63,6,5,6,,True,False,0,False,6,25
63,6,6,7,,True,False,0,False,7,25
63,6,7,8,8.0,True,True,0,False,8,25
63,6,8,9,9.0,True,True,0,False,9,25
63,6,9,10,11.0,True,True,0,False,10,25
63,6,10,11,,True,False,0,False,11,25
63,6,11,12,12.0,True,True,0,False,12,25
63,6,12,13,,True,False,0,False,13,25
63,6,13,14,10.0,True,True,0,False,14,25
63,6,14,15,,True,False,0,False,15,25
63,6,15,16,,True,False,0,False,16,25
63,6,16,17,,True,False,0,False,17,25
63,6,17,18,3.0,True,True,0,False,18,25
63,6,18,19,6.0,True,True,0,False,19,25
63,6,19,20,,True,False,0,False,20,25
63,6,20,21,13.0,True,True,0,False,21,25
63,6,21,22,2.0,True,True,0,False,22,25
63,6,22,23,,True,False,0,False,23,25
63,6,23,24,4.0,True,True,0,False,24,25
63,6,24,25,5.0,True,True,0,False,25,25
63,7,0,1,1.0,True,True,0,False,1,25
63,7,1,2,2.0,True,True,0,False,2,25
63,7,2,3,5.0,True,True,0,False,3,25
63,7,3,4,,True,False,0,False,4,25
63,7,4,5,,True,False,0,False,5,25
63,7,5,6,4.0,True,True,0,False,6,25
63,7,6,7,3.0,True,True,0,False,7,25
63,7,7,8,,True,False,0,False,8,25
63,7,8,9,,True,False,0,False,9,25
63,7,9,10,,True,False,0,False,10,25
63,7,10,11,,True,False,0,False,11,25
63,7,11,12,,True,False,0,False,12,25
63,7,12,13,,True,False,0,False,13,25
63,7,13,14,,True,False,0,False,14,25
63,7,14,15,,True,False,0,False,15,25
63,7,15,16,6.0,True,True,0,False,16,25
63,7,16,17,,True,False,0,False,17,25
63,7,17,18,7.0,True,True,0,False,18,25
63,7,18,19,,True,False,0,False,19,25
63,7,19,20,,True,False,0,False,20,25
63,7,20,21,,True,False,0,False,21,25
63,7,21,22,8.0,True,True,0,False,22,25
63,7,22,23,,True,False,0,False,23,25
63,7,23,24,,True,False,0,False,24,25
63,7,24,25,,True,False,0,False,25,25
63,8,0,1,3.0,True,True,0,False,1,25
63,8,1,2,5.0,True,True,0,False,2,25
63,8,2,3,,True,False,0,False,3,25
63,8,3,4,,True,False,0,False,4,25
63,8,4,5,6.0,True,True,0,False,5,25
63,8,5,6,9.0,True,True,0,False,6,25
63,8,6,7,,True,False,0,False,7,25
63,8,7,8,11.0,True,True,0,False,8,25
63,8,8,9,10.0,True,True,0,False,9,25
63,8,9,10,4.0,True,True,0,False,10,25
63,8,10,11,7.0,True,True,0,False,11,25
63,8,11,12,,True,False,0,False,12,25
63,8,12,13,12.0,True,True,0,False,13,25
63,8,13,14,,True,False,0,False,14,25
63,8,14,15,13.0,True,True,0,False,15,25
63,8,15,16,,True,False,0,False,16,25
63,8,16,17,,True,False,0,False,17,25
63,8,17,18,,True,False,0,False,18,25
63,8,18,19,,True,False,0,False,19,25
63,8,19,20,,True,False,0,False,20,25
63,8,20,21,,True,False,0,False,21,25
63,8,21,22,8.0,True,True,0,False,22,25
63,8,22,23,,True,False,0,False,23,25
63,8,23,24,2.0,True,True,0,False,24,25
63,8,24,25,1.0,True,True,0,False,25,25
63,9,0,1,1.0,True,True,0,False,1,25
63,9,1,2,,True,False,0,False,2,25
63,9,2,3,,True,False,0,False,3,25
63,9,3,4,2.0,True,True,0,False,4,25
63,9,4,5,4.0,True,True,0,False,5,25
63,9,5,6,,True,False,0,False,6,25
63,9,6,7,,True,False,0,False,7,25
63,9,7,8,,True,False,0,False,8,25
63,9,8,9,,True,False,0,False,9,25
63,9,9,10,3.0,True,True,0,False,10,25
63,9,10,11,5.0,True,True,0,False,11,25
63,9,11,12,6.0,True,True,0,False,12,25
63,9,12,13,,True,False,0,False,13,25
63,9,13,14,8.0,True,True,0,False,14,25
63,9,14,15,12.0,True,True,0,False,15,25
63,9,15,16,,True,False,0,False,16,25
63,9,16,17,9.0,True,True,0,False,17,25
63,9,17,18,11.0,True,True,0,False,18,25
63,9,18,19,7.0,True,True,0,False,19,25
63,9,19,20,,True,False,0,False,20,25
63,9,20,21,,True,False,0,False,21,25
63,9,21,22,,True,False,0,False,22,25
63,9,22,23,10.0,True,True,0,False,23,25
63,9,23,24,,True,False,0,False,24,25
63,9,24,25,,True,False,0,False,25,25
64,0,0,1,,True,False,0,False,1,25
64,0,1,2,,True,False,0,False,2,25
64,0,2,3,,True,False,0,False,3,25
64,0,3,4,7.0,True,True,0,False,4,25
64,0,4,5,,True,False,0,False,5,25
64,0,5,6,8.0,True,True,0,False,6,25
64,0,6,7,10.0,True,True,0,False,7,25
64,0,7,8,11.0,True,True,0,False,8,25
64,0,8,9,9.0,True,True,0,False,9,25
64,0,9,10,,True,False,0,False,10,25
64,0,10,11,,True,False,0,False,11,25
64,0,11,12,12.0,True,True,0,False,12,25
64,0,12,13,,True,False,0,False,13,25
64,0,13,14,13.0,True,True,0,False,14,25
64,0,14,15,,True,False,0,False,15,25
64,0,15,16,,True,False,0,False,16,25
64,0,16,17,,True,False,0,False,17,25
64,0,17,18,,True,False,0,False,18,25
64,0,18,19,,True,False,0,False,19,25
64,0,19,20,3.0,True,True,0,False,20,25
64,0,20,21,6.0,True,True,0,False,21,25
64,0,21,22,4.0,True,True,0,False,22,25
64,0,22,23,5.0,True,True,0,False,23,25
64,0,23,24,2.0,True,True,0,False,24,25
64,0,24,25,1.0,True,True,0,False,25,25
64,1,0,1,,True,False,0,False,1,25
64,1,1,2,,True,False,0,False,2,25
64,1,2,3,,True,False,0,False,3,25
64,1,3,4,5.0,True,True,0,False,4,25
64,1,4,5,6.0,True,True,0,False,5,25
64,1,5,6,,True,False,0,False,6,25
64,1,6,7,7.0,True,True,0,False,7,25
64,1,7,8,8.0,True,True,0,False,8,25
64,1,8,9,9.0,True,True,0,False,9,25
64,1,9,10,10.0,True,True,0,False,10,25
64,1,10,11,,True,False,0,False,11,25
64,1,11,12,11.0,True,True,0,False,12,25
64,1,12,13,12.0,True,True,0,False,13,25
64,1,13,14,13.0,True,True,0,False,14,25
64,1,14,15,14.0,True,True,0,False,15,25
64,1,15,16,15.0,True,True,0,False,16,25
64,1,16,17,,True,False,0,False,17,25
64,1,17,18,16.0,True,True,0,False,18,25
64,1,18,19,17.0,True,True,0,False,19,25
64,1,19,20,18.0,True,True,0,False,20,25
64,1,20,21,4.0,True,True,0,False,21,25
64,1,21,22,19.0,True,True,0,False,22,25
64,1,22,23,3.0,True,True,0,False,23,25
64,1,23,24,2.0,True,True,0,False,24,25
64,1,24,25,1.0,True,True,0,False,25,25
64,2,0,1,5.0,True,True,0,False,1,25
64,2,1,2,4.0,True,True,0,False,2,25
64,2,2,3,6.0,True,True,0,False,3,25
64,2,3,4,7.0,True,True,0,False,4,25
64,2,4,5,,True,False,0,False,5,25
64,2,5,6,8.0,True,True,0,False,6,25
64,2,6,7,15.0,True,True,0,False,7,25
64,2,7,8,9.0,True,True,0,False,8,25
64,2,8,9,12.0,True,True,0,False,9,25
64,2,9,10,11.0,True,True,0,False,10,25
64,2,10,11,10.0,True,True,0,False,11,25
64,2,11,12,14.0,True,True,0,False,12,25
64,2,12,13,13.0,True,True,0,False,13,25
64,2,13,14,,True,False,0,False,14,25
64,2,14,15,,True,False,0,False,15,25
64,2,15,16,,True,False,0,False,16,25
64,2,16,17,,True,False,0,False,17,25
64,2,17,18,,True,False,0,False,18,25
64,2,18,19,,True,False,0,False,19,25
64,2,19,20,,True,False,0,False,20,25
64,2,20,21,,True,False,0,False,21,25
64,2,21,22,,True,False,0,False,22,25
64,2,22,23,3.0,True,True,0,False,23,25
64,2,23,24,2.0,True,True,0,False,24,25
64,2,24,25,1.0,True,True,0,False,25,25
64,3,0,1,,True,False,0,False,1,25
64,3,1,2,,True,False,0,False,2,25
64,3,2,3,,True,False,0,False,3,25
64,3,3,4,,True,False,0,False,4,25
64,3,4,5,,True,False,0,False,5,25
64,3,5,6,,True,False,0,False,6,25
64,3,6,7,,True,False,0,False,7,25
64,3,7,8,,True,False,0,False,8,25
64,3,8,9,,True,False,0,False,9,25
64,3,9,10,,True,False,0,False,10,25
64,3,10,11,,True,False,0,False,11,25
64,3,11,12,,True,False,0,False,12,25
64,3,12,13,,True,False,0,False,13,25
64,3,13,14,,True,False,0,False,14,25
64,3,14,15,9.0,True,True,0,False,15,25
64,3,15,16,10.0,True,True,0,False,16,25
64,3,16,17,,True,False,0,False,17,25
64,3,17,18,6.0,True,True,0,False,18,25
64,3,18,19,7.0,True,True,0,False,19,25
64,3,19,20,8.0,True,True,0,False,20,25
64,3,20,21,3.0,True,True,0,False,21,25
64,3,21,22,4.0,True,True,0,False,22,25
64,3,22,23,5.0,True,True,0,False,23,25
64,3,23,24,1.0,True,True,0,False,24,25
64,3,24,25,2.0,True,True,0,False,25,25
64,4,0,1,,True,False,0,False,1,25
64,4,1,2,,True,False,0,False,2,25
64,4,2,3,,True,False,0,False,3,25
64,4,3,4,,True,False,0,False,4,25
64,4,4,5,,True,False,0,False,5,25
64,4,5,6,,True,False,0,False,6,25
64,4,6,7,,True,False,0,False,7,25
64,4,7,8,,True,False,0,False,8,25
64,4,8,9,,True,False,0,False,9,25
64,4,9,10,3.0,True,True,0,False,10,25
64,4,10,11,4.0,True,True,0,False,11,25
64,4,11,12,5.0,True,True,0,False,12,25
64,4,12,13,6.0,True,True,0,False,13,25
64,4,13,14,,True,False,0,False,14,25
64,4,14,15,,True,False,0,False,15,25
64,4,15,16,7.0,True,True,0,False,16,25
64,4,16,17,,True,False,0,False,17,25
64,4,17,18,8.0,True,True,0,False,18,25
64,4,18,19,,True,False,0,False,19,25
64,4,19,20,,True,False,0,False,20,25
64,4,20,21,,True,False,0,False,21,25
64,4,21,22,,True,False,0,False,22,25
64,4,22,23,,True,False,0,False,23,25
64,4,23,24,2.0,True,True,0,False,24,25
64,4,24,25,1.0,True,True,0,False,25,25
64,5,0,1,,True,False,0,False,1,25
64,5,1,2,,True,False,0,False,2,25
64,5,2,3,2.0,True,True,0,False,3,25
64,5,3,4,3.0,True,True,0,False,4,25
64,5,4,5,7.0,True,True,0,False,5,25
64,5,5,6,4.0,True,True,0,False,6,25
64,5,6,7,6.0,True,True,0,False,7,25
64,5,7,8,5.0,True,True,0,False,8,25
64,5,8,9,9.0,True,True,0,False,9,25
64,5,9,10,10.0,True,True,0,False,10,25
64,5,10,11,8.0,True,True,0,False,11,25
64,5,11,12,11.0,True,True,0,False,12,25
64,5,12,13,12.0,True,True,0,False,13,25
64,5,13,14,13.0,True,True,0,False,14,25
64,5,14,15,,True,False,0,False,15,25
64,5,15,16,,True,False,0,False,16,25
64,5,16,17,,True,False,0,False,17,25
64,5,17,18,,True,False,0,False,18,25
64,5,18,19,,True,False,0,False,19,25
64,5,19,20,,True,False,0,False,20,25
64,5,20,21,,True,False,0,False,21,25
64,5,21,22,,True,False,0,False,22,25
64,5,22,23,,True,False,0,False,23,25
64,5,23,24,,True,False,0,False,24,25
64,5,24,25,1.0,True,True,0,False,25,25
64,6,0,1,,True,False,0,False,1,25
64,6,1,2,,True,False,0,False,2,25
64,6,2,3,,True,False,0,False,3,25
64,6,3,4,,True,False,0,False,4,25
64,6,4,5,,True,False,0,False,5,25
64,6,5,6,,True,False,0,False,6,25
64,6,6,7,,True,False,0,False,7,25
64,6,7,8,,True,False,0,False,8,25
64,6,8,9,3.0,True,True,0,False,9,25
64,6,9,10,4.0,True,True,0,False,10,25
64,6,10,11,11.0,True,True,0,False,11,25
64,6,11,12,5.0,True,True,0,False,12,25
64,6,12,13,10.0,True,True,0,False,13,25
64,6,13,14,,True,False,0,False,14,25
64,6,14,15,,True,False,0,False,15,25
64,6,15,16,6.0,True,True,0,False,16,25
64,6,16,17,,True,False,0,False,17,25
64,6,17,18,7.0,True,True,0,False,18,25
64,6,18,19,9.0,True,True,0,False,19,25
64,6,19,20,8.0,True,True,0,False,20,25
64,6,20,21,,True,False,0,False,21,25
64,6,21,22,,True,False,0,False,22,25
64,6,22,23,,True,False,0,False,23,25
64,6,23,24,2.0,True,True,0,False,24,25
64,6,24,25,1.0,True,True,0,False,25,25
64,7,0,1,,True,False,0,False,1,25
64,7,1,2,,True,False,0,False,2,25
64,7,2,3,,True,False,0,False,3,25
64,7,3,4,,True,False,0,False,4,25
64,7,4,5,,True,False,0,False,5,25
64,7,5,6,,True,False,0,False,6,25
64,7,6,7,8.0,True,True,0,False,7,25
64,7,7,8,9.0,True,True,0,False,8,25
64,7,8,9,,True,False,0,False,9,25
64,7,9,10,10.0,True,True,0,False,10,25
64,7,10,11,11.0,True,True,0,False,11,25
64,7,11,12,,True,False,0,False,12,25
64,7,12,13,,True,False,0,False,13,25
64,7,13,14,,True,False,0,False,14,25
64,7,14,15,,True,False,0,False,15,25
64,7,15,16,12.0,True,True,0,False,16,25
64,7,16,17,,True,False,0,False,17,25
64,7,17,18,,True,False,0,False,18,25
64,7,18,19,5.0,True,True,0,False,19,25
64,7,19,20,6.0,True,True,0,False,20,25
64,7,20,21,4.0,True,True,0,False,21,25
64,7,21,22,7.0,True,True,0,False,22,25
64,7,22,23,3.0,True,True,0,False,23,25
64,7,23,24,2.0,True,True,0,False,24,25
64,7,24,25,1.0,True,True,0,False,25,25
64,8,0,1,,True,False,0,False,1,25
64,8,1,2,,True,False,0,False,2,25
64,8,2,3,,True,False,0,False,3,25
64,8,3,4,15.0,True,True,0,False,4,25
64,8,4,5,16.0,True,True,0,False,5,25
64,8,5,6,17.0,True,True,0,False,6,25
64,8,6,7,,True,False,0,False,7,25
64,8,7,8,,True,False,0,False,8,25
64,8,8,9,,True,False,0,False,9,25
64,8,9,10,12.0,True,True,0,False,10,25
64,8,10,11,13.0,True,True,0,False,11,25
64,8,11,12,14.0,True,True,0,False,12,25
64,8,12,13,11.0,True,True,0,False,13,25
64,8,13,14,6.0,True,True,0,False,14,25
64,8,14,15,7.0,True,True,0,False,15,25
64,8,15,16,8.0,True,True,0,False,16,25
64,8,16,17,9.0,True,True,0,False,17,25
64,8,17,18,10.0,True,True,0,False,18,25
64,8,18,19,4.0,True,True,0,False,19,25
64,8,19,20,5.0,True,True,0,False,20,25
64,8,20,21,2.0,True,True,0,False,21,25
64,8,21,22,3.0,True,True,0,False,22,25
64,8,22,23,,True,False,0,False,23,25
64,8,23,24,,True,False,0,False,24,25
64,8,24,25,1.0,True,True,0,False,25,25
64,9,0,1,4.0,True,True,0,False,1,25
64,9,1,2,3.0,True,True,0,False,2,25
64,9,2,3,5.0,True,True,0,False,3,25
64,9,3,4,6.0,True,True,0,False,4,25
64,9,4,5,,True,False,0,False,5,25
64,9,5,6,,True,False,0,False,6,25
64,9,6,7,7.0,True,True,0,False,7,25
64,9,7,8,,True,False,0,False,8,25
64,9,8,9,,True,False,0,False,9,25
64,9,9,10,8.0,True,True,0,False,10,25
64,9,10,11,9.0,True,True,0,False,11,25
64,9,11,12,10.0,True,True,0,False,12,25
64,9,12,13,11.0,True,True,0,False,13,25
64,9,13,14,12.0,True,True,0,False,14,25
64,9,14,15,13.0,True,True,0,False,15,25
64,9,15,16,14.0,True,True,0,False,16,25
64,9,16,17,,True,False,0,False,17,25
64,9,17,18,,True,False,0,False,18,25
64,9,18,19,,True,False,0,False,19,25
64,9,19,20,,True,False,0,False,20,25
64,9,20,21,,True,False,0,False,21,25
64,9,21,22,2.0,True,True,0,False,22,25
64,9,22,23,,True,False,0,False,23,25
64,9,23,24,1.0,True,True,0,False,24,25
64,9,24,25,,True,False,0,False,25,25
65,0,0,1,,True,False,0,False,1,25
65,0,1,2,,True,False,0,False,2,25
65,0,2,3,,True,False,0,False,3,25
65,0,3,4,,True,False,0,False,4,25
65,0,4,5,,True,False,0,False,5,25
65,0,5,6,,True,False,0,False,6,25
65,0,6,7,,True,False,0,False,7,25
65,0,7,8,,True,False,0,False,8,25
65,0,8,9,,True,False,0,False,9,25
65,0,9,10,,True,False,0,False,10,25
65,0,10,11,9.0,True,True,0,False,11,25
65,0,11,12,,True,False,0,False,12,25
65,0,12,13,5.0,True,True,0,False,13,25
65,0,13,14,,True,False,0,False,14,25
65,0,14,15,10.0,True,True,0,False,15,25
65,0,15,16,11.0,True,True,0,False,16,25
65,0,16,17,,True,False,0,False,17,25
65,0,17,18,6.0,True,True,0,False,18,25
65,0,18,19,,True,False,0,False,19,25
65,0,19,20,7.0,True,True,0,False,20,25
65,0,20,21,8.0,True,True,0,False,21,25
65,0,21,22,2.0,True,True,0,False,22,25
65,0,22,23,3.0,True,True,0,False,23,25
65,0,23,24,4.0,True,True,0,False,24,25
65,0,24,25,1.0,True,True,0,False,25,25
65,1,0,1,10.0,True,True,0,False,1,25
65,1,1,2,,True,False,0,False,2,25
65,1,2,3,8.0,True,True,0,False,3,25
65,1,3,4,9.0,True,True,0,False,4,25
65,1,4,5,3.0,True,True,0,False,5,25
65,1,5,6,,True,False,0,False,6,25
65,1,6,7,,True,False,0,False,7,25
65,1,7,8,,True,False,0,False,8,25
65,1,8,9,,True,False,0,False,9,25
65,1,9,10,,True,False,0,False,10,25
65,1,10,11,,True,False,0,False,11,25
65,1,11,12,,True,False,0,False,12,25
65,1,12,13,,True,False,0,False,13,25
65,1,13,14,,True,False,0,False,14,25
65,1,14,15,,True,False,0,False,15,25
65,1,15,16,,True,False,0,False,16,25
65,1,16,17,,True,False,0,False,17,25
65,1,17,18,,True,False,0,False,18,25
65,1,18,19,6.0,True,True,0,False,19,25
65,1,19,20,,True,False,0,False,20,25
65,1,20,21,7.0,True,True,0,False,21,25
65,1,21,22,5.0,True,True,0,False,22,25
65,1,22,23,4.0,True,True,0,False,23,25
65,1,23,24,2.0,True,True,0,False,24,25
65,1,24,25,1.0,True,True,0,False,25,25
65,2,0,1,,True,False,0,False,1,25
65,2,1,2,,True,False,0,False,2,25
65,2,2,3,,True,False,0,False,3,25
65,2,3,4,,True,False,0,False,4,25
65,2,4,5,8.0,True,True,0,False,5,25
65,2,5,6,,True,False,0,False,6,25
65,2,6,7,,True,False,0,False,7,25
65,2,7,8,7.0,True,True,0,False,8,25
65,2,8,9,10.0,True,True,0,False,9,25
65,2,9,10,9.0,True,True,0,False,10,25
65,2,10,11,5.0,True,True,0,False,11,25
65,2,11,12,,True,False,0,False,12,25
65,2,12,13,,True,False,0,False,13,25
65,2,13,14,,True,False,0,False,14,25
65,2,14,15,,True,False,0,False,15,25
65,2,15,16,,True,False,0,False,16,25
65,2,16,17,6.0,True,True,0,False,17,25
65,2,17,18,,True,False,0,False,18,25
65,2,18,19,,True,False,0,False,19,25
65,2,19,20,,True,False,0,False,20,25
65,2,20,21,4.0,True,True,0,False,21,25
65,2,21,22,,True,False,0,False,22,25
65,2,22,23,3.0,True,True,0,False,23,25
65,2,23,24,1.0,True,True,0,False,24,25
65,2,24,25,2.0,True,True,0,False,25,25
65,3,0,1,6.0,True,True,0,False,1,25
65,3,1,2,,True,False,0,False,2,25
65,3,2,3,10.0,True,True,0,False,3,25
65,3,3,4,,True,False,0,False,4,25
65,3,4,5,5.0,True,True,0,False,5,25
65,3,5,6,,True,False,0,False,6,25
65,3,6,7,7.0,True,True,0,False,7,25
65,3,7,8,8.0,True,True,0,False,8,25
65,3,8,9,9.0,True,True,0,False,9,25
65,3,9,10,,True,False,0,False,10,25
65,3,10,11,,True,False,0,False,11,25
65,3,11,12,,True,False,0,False,12,25
65,3,12,13,,True,False,0,False,13,25
65,3,13,14,,True,False,0,False,14,25
65,3,14,15,,True,False,0,False,15,25
65,3,15,16,4.0,True,True,0,False,16,25
65,3,16,17,,True,False,0,False,17,25
65,3,17,18,,True,False,0,False,18,25
65,3,18,19,,True,False,0,False,19,25
65,3,19,20,,True,False,0,False,20,25
65,3,20,21,,True,False,0,False,21,25
65,3,21,22,2.0,True,True,0,False,22,25
65,3,22,23,3.0,True,True,0,False,23,25
65,3,23,24,,True,False,0,False,24,25
65,3,24,25,1.0,True,True,0,False,25,25
65,4,0,1,,True,False,0,False,1,25
65,4,1,2,,True,False,0,False,2,25
65,4,2,3,,True,False,0,False,3,25
65,4,3,4,,True,False,0,False,4,25
65,4,4,5,,True,False,0,False,5,25
65,4,5,6,,True,False,0,False,6,25
65,4,6,7,,True,False,0,False,7,25
65,4,7,8,,True,False,0,False,8,25
65,4,8,9,,True,False,0,False,9,25
65,4,9,10,,True,False,0,False,10,25
65,4,10,11,,True,False,0,False,11,25
65,4,11,12,,True,False,0,False,12,25
65,4,12,13,2.0,True,True,0,False,13,25
65,4,13,14,,True,False,0,False,14,25
65,4,14,15,7.0,True,True,0,False,15,25
65,4,15,16,4.0,True,True,0,False,16,25
65,4,16,17,3.0,True,True,0,False,17,25
65,4,17,18,,True,False,0,False,18,25
65,4,18,19,5.0,True,True,0,False,19,25
65,4,19,20,,True,False,0,False,20,25
65,4,20,21,6.0,True,True,0,False,21,25
65,4,21,22,8.0,True,True,0,False,22,25
